Age Group,Light Condition Desc,ACCIDENT_NO
0-4,Day,32005041070
0-4,Day,42005017626
0-4,Day,32005041687
0-4,Dusk/Dawn,42005024718
0-4,Day,52005022451
0-4,Day,52005028034
0-4,Day,42005025255
0-4,Day,32005003684
0-4,Dark Street lights on,32005005425
0-4,Day,32005042585
0-4,Day,42005029894
0-4,Day,32005011950
0-4,Day,52005027821
0-4,Day,42005002599
13-15,Dark Street lights on,32005025646
13-15,Dusk/Dawn,52005019353
13-15,Day,32005015377
13-15,Day,32005023642
13-15,Day,32005012261
16-17,Day,52005011388
16-17,Dark Street lights on,42005005824
16-17,Day,52005001867
16-17,Dark Street lights on,52005043252
16-17,Day,42005011959
16-17,Dark Street lights on,42005024747
16-17,Dark Street lights on,52005023050
16-17,Dark Street lights on,52005034391
17-21,Dark Street lights on,42005004950
17-21,Dark Street lights on,52005005567
17-21,Day,32005009134
17-21,Dark No street lights,52005030824
17-21,Dark No street lights,42005025477
17-21,Day,42005030767
17-21,Dusk/Dawn,32005021669
17-21,Dark Street lights unknown,42005028858
17-21,Dark Street lights on,42005016725
17-21,Day,32005007458
22-25,Dusk/Dawn,52005034389
22-25,Dark Street lights on,52005011790
22-25,Dusk/Dawn,52005039242
22-25,Dark Street lights on,32005017163
22-25,Dark Street lights on,32005036167
22-25,Dark Street lights on,42005003006
22-25,Dark Street lights on,32005023455
26-29,Dark Street lights on,32005042421
30-39,Dark Street lights on,42005031171
30-39,Dusk/Dawn,32005010536
30-39,Day,42005023704
30-39,Dusk/Dawn,32005038906
30-39,Day,42005012461
40-49,Dusk/Dawn,32005003694
5-12,Day,32005039317
5-12,Dark Street lights on,52005013598
5-12,Day,52005023904
5-12,Day,42005028197
5-12,Day,52005025167
5-12,Day,52005039241
5-12,Day,32005031858
5-12,Day,32005002929
5-12,Dusk/Dawn,32005032864
5-12,Day,52005035027
5-12,Day,32005033250
5-12,Day,42005015987
5-12,Dark Street lights on,52005020904
5-12,Day,42005004126
5-12,Day,32005018450
5-12,Day,32005024106
5-12,Day,42005006072
5-12,Day,52005023336
5-12,Day,52005022299
5-12,Day,42005002114
5-12,Day,42005006689
5-12,Dark Street lights on,42005028021
50-59,Day,42005005521
unknown,Dark No street lights,52005030241
unknown,Day,42005005781
unknown,Dark Street lights on,32005002034
unknown,Day,32005023441
unknown,Day,52005007866
unknown,Dark No street lights,52005033521
0-4,Day,52005003934
0-4,Dusk/Dawn,32005017341
0-4,Day,52005040641
0-4,Day,52005027534
0-4,Dusk/Dawn,52005040629
0-4,Day,42005005853
0-4,Day,52005007436
0-4,Day,52005006792
0-4,Day,52005008606
0-4,Day,32005006358
0-4,Day,32005006126
0-4,Day,42005025925
0-4,Day,52005040264
0-4,Day,32005039931
0-4,Day,32005002129
13-15,Day,52005030514
13-15,Dark Street lights on,42005033674
13-15,Day,32005036828
16-17,Day,32005001244
16-17,Day,42005021927
16-17,Day,32005038658
16-17,Dark Street lights on,42005032029
16-17,Day,32005013200
16-17,Day,42005032438
17-21,Day,32005038527
17-21,Dark Street lights on,32005037253
17-21,Dark Street lights off,52005037440
17-21,Day,42005005305
17-21,Dark No street lights,42005031634
17-21,Day,52005006566
17-21,Day,52005037059
22-25,Day,52005037056
22-25,Dusk/Dawn,52005026840
22-25,Day,42005012862
22-25,Day,52005031852
22-25,Dark Street lights on,32005011709
22-25,Day,32005008255
40-49,Day,32005023097
40-49,Dark Street lights on,32005020332
5-12,Day,52005033539
5-12,Day,42005015273
5-12,Day,42005009430
5-12,Day,52005024666
5-12,Day,42005003050
5-12,Dark Street lights unknown,32005002825
5-12,Dark Street lights on,42005003921
5-12,Day,32005005649
5-12,Day,42005004390
5-12,Day,52005009084
5-12,Dusk/Dawn,52005023751
5-12,Dark Street lights on,42005008335
5-12,Day,42005031606
5-12,Day,32005019385
5-12,Day,52005023509
5-12,Day,52005026886
5-12,Dark Street lights on,32005041285
50-59,Dusk/Dawn,42005017348
50-59,Dark Street lights on,42005016001
64-69,Dark Street lights off,32005022414
70+,Day,32005027633
unknown,Dusk/Dawn,42005011720
unknown,Day,42005016651
unknown,Day,52005030508
unknown,Day,32005022615
unknown,Dark Street lights on,32005026237
unknown,Dark Street lights on,42005025140
unknown,Day,42005028768
unknown,Day,52005030471
unknown,Dark Street lights on,32005027753
unknown,Dark Street lights on,32005031349
unknown,Day,52005007501
0-4,Day,52005022620
13-15,Day,32005036787
13-15,Dark Street lights on,52005025712
13-15,Dusk/Dawn,42005017355
16-17,Dusk/Dawn,52005020877
22-25,Dark Street lights on,32005041285
5-12,Day,52005003246
5-12,Day,42005012475
5-12,Day,32005038091
5-12,Day,52005014050
unknown,Dusk/Dawn,42005026487
0-4,Day,32005008870
16-17,Day,52005005532
5-12,Day,42005028689
30-39,Day,32005025801
5-12,Day,32005037564
5-12,Day,42005001954
5-12,Dusk/Dawn,42005030807
5-12,Dusk/Dawn,42005030807
5-12,Dusk/Dawn,42005030807
5-12,Dusk/Dawn,42005030807
unknown,Dark Street lights on,52005036519
0-4,Dark Street lights on,52005009014
0-4,Day,42005008053
0-4,Dark Street lights on,52005035025
0-4,Day,32005041370
5-12,Day,32005020605
unknown,Dusk/Dawn,32005020342
0-4,Day,42005025649
0-4,Day,32005038511
0-4,Day,42005009424
0-4,Day,42005010187
0-4,Day,42005017253
5-12,Day,32005020605
0-4,Day,42005015791
0-4,Day,52005039849
0-4,Day,42005020189
0-4,Dark No street lights,52005036524
5-12,Dark Street lights on,52005035025
5-12,Dark Street lights on,12005028370
5-12,Day,22005015496
50-59,Dusk/Dawn,12005012568
50-59,Day,22005011625
60-64,Day,22005006623
60-64,Day,12005014856
60-64,Dusk/Dawn,22005025048
60-64,Dusk/Dawn,12005025024
64-69,Day,12005017686
64-69,Day,12005014093
64-69,Day,12005028398
64-69,Day,22005025732
70+,Dusk/Dawn,22005022490
70+,Dark Street lights on,12005014149
70+,Day,22005013442
70+,Dusk/Dawn,12005028425
70+,Dusk/Dawn,12005034583
70+,Dusk/Dawn,12005030718
70+,Day,12005010295
70+,Dark Street lights on,22005016961
70+,Day,12005020403
70+,Day,22005002511
70+,Day,12005025009
70+,Day,12005025562
70+,Dusk/Dawn,22005019046
70+,Day,22005021993
70+,Day,22005011880
70+,Day,12005009330
unknown,Day,12005043112
13-15,Dark Street lights on,22005024015
16-17,Day,22005014920
17-21,Dark No street lights,22005026564
17-21,Dark No street lights,22005036315
26-29,Dark Street lights on,12005007425
26-29,Day,22005029696
26-29,Dark Street lights on,12005008228
30-39,Day,12005038980
30-39,Dark Street lights on,22005037581
30-39,Dark Street lights on,12005008449
30-39,Day,22005034339
40-49,Day,12005005904
60-64,Day,22005011633
30-39,Dark Street lights on,12005014659
30-39,Day,12005017467
30-39,Dark Street lights on,12005008138
30-39,Day,12005030018
70+,Day,22005023226
13-15,Day,22005040001
22-25,Day,12005003453
26-29,Day,12005023163
30-39,Day,12005043183
60-64,Dark Street lights on,12005002314
64-69,Dark Street lights on,12005027813
22-25,Dark Street lights on,12005043120
5-12,Dusk/Dawn,12005028801
17-21,Day,12005039163
17-21,Day,12005040745
22-25,Dark Street lights on,12005018031
26-29,Dark Street lights on,22005035196
30-39,Day,12005039163
60-64,Dusk/Dawn,12005031824
60-64,Day,22005027101
64-69,Day,12005026394
70+,Day,12005012774
70+,Day,12005039163
30-39,Unknown,12005040089
30-39,Day,22005042848
30-39,Dark Street lights on,22005030394
40-49,Day,22005029388
5-12,Day,22005004032
64-69,Dark Street lights unknown,12005020992
22-25,Dark Street lights on,12005043100
13-15,Day,22005036093
50-59,Day,22005039654
13-15,Dusk/Dawn,22005037335
13-15,Day,22005009122
17-21,Dark Street lights on,12005025294
22-25,Day,12005026896
22-25,Day,12005011019
22-25,Dark Street lights on,12005008415
22-25,Dusk/Dawn,12005023530
22-25,Day,12005012968
22-25,Day,12005040107
26-29,Day,12005032356
26-29,Day,12005004857
26-29,Dusk/Dawn,22005032523
26-29,Day,12005005886
26-29,Day,12005034673
26-29,Day,12005020053
30-39,Day,12005012524
30-39,Day,12005008673
30-39,Day,12005039773
30-39,Day,12005041934
30-39,Day,12005043132
30-39,Day,12005038812
30-39,Day,12005040051
30-39,Dusk/Dawn,22005017292
30-39,Dusk/Dawn,12005036266
30-39,Day,22005032384
40-49,Day,12005031960
40-49,Dark No street lights,12005024441
40-49,Day,22005007974
40-49,Day,22005025867
40-49,Day,12005003759
40-49,Day,12005035192
40-49,Dusk/Dawn,22005023215
40-49,Dark Street lights on,12005017088
40-49,Dark Street lights on,12005011020
50-59,Day,12005014124
50-59,Day,12005008883
50-59,Day,12005003987
50-59,Day,12005021542
60-64,Day,22005026434
60-64,Day,22005010459
60-64,Day,12005025715
64-69,Day,12005042089
70+,Day,12005040500
70+,Day,12005042766
70+,Day,12005027219
70+,Day,12005006231
40-49,Dusk/Dawn,22005043356
13-15,Dark Street lights on,12005019886
13-15,Day,12005041011
16-17,Dusk/Dawn,12005029677
22-25,Dusk/Dawn,22005019085
22-25,Day,12005010727
30-39,Dark Street lights on,22005038346
30-39,Day,12005017879
30-39,Dark Street lights on,12005038437
50-59,Day,12005005881
60-64,Dusk/Dawn,12005003123
64-69,Day,12005005881
13-15,Day,22005014907
16-17,Day,12005039130
17-21,Day,12005025394
26-29,Dark Street lights on,12005017062
30-39,Day,12005032504
30-39,Day,12005007423
40-49,Day,22005033785
40-49,Day,12005025544
50-59,Day,22005023847
50-59,Day,12005013652
17-21,Day,22005028091
50-59,Day,22005016753
70+,Day,22005036580
26-29,Day,22005007721
30-39,Dark No street lights,22005042930
26-29,Day,22005032093
60-64,Day,22005012448
30-39,Day,22005027892
30-39,Day,22005035020
17-21,Day,22005037700
17-21,Day,12005032334
17-21,Day,12005028102
17-21,Day,22005022917
17-21,Dark Street lights on,12005027936
17-21,Dark Street lights on,12005034945
17-21,Day,12005006621
17-21,Day,22005033954
17-21,Day,22005027122
17-21,Day,22005010662
22-25,Day,22005027889
22-25,Day,22005039045
22-25,Day,22005010075
22-25,Dusk/Dawn,22005011170
22-25,Day,12005008208
22-25,Day,12005006500
22-25,Day,22005038870
22-25,Day,22005002175
22-25,Day,12005002357
22-25,Day,22005039737
22-25,Dark Street lights on,12005008137
22-25,Dark Street lights on,12005005742
22-25,Day,12005003196
22-25,Dark Street lights on,12005010825
22-25,Day,12005021177
22-25,Day,12005027935
22-25,Day,12005031287
22-25,Day,12005030538
22-25,Dark Street lights on,12005005585
26-29,Dark Street lights on,12005010693
26-29,Dusk/Dawn,22005001785
26-29,Day,12005030100
26-29,Day,12005019209
26-29,Day,22005035152
26-29,Day,22005035502
26-29,Day,22005004003
26-29,Day,22005015137
26-29,Day,12005004612
26-29,Day,12005014775
26-29,Day,12005024443
30-39,Day,22005014500
30-39,Day,12005002888
30-39,Day,22005028134
30-39,Dark Street lights on,22005019043
30-39,Day,22005038220
30-39,Dusk/Dawn,12005013232
30-39,Dusk/Dawn,12005005565
30-39,Dark Street lights on,12005026860
30-39,Day,12005004010
30-39,Day,12005007585
30-39,Day,22005022899
30-39,Day,22005009098
30-39,Day,22005015099
30-39,Day,22005007000
30-39,Day,12005036333
30-39,Day,12005032790
30-39,Day,22005009599
30-39,Day,22005002627
30-39,Day,22005013707
30-39,Day,22005010075
30-39,Dusk/Dawn,12005017252
30-39,Dusk/Dawn,22005027895
30-39,Day,12005035178
30-39,Dark Street lights on,22005042073
40-49,Day,12005014930
40-49,Day,22005004729
40-49,Day,22005024485
40-49,Day,12005005128
40-49,Day,22005032311
40-49,Day,22005013400
40-49,Day,22005013556
40-49,Day,22005019759
40-49,Day,22005020274
40-49,Day,22005010833
40-49,Dusk/Dawn,12005027462
40-49,Dark Street lights on,12005026013
40-49,Dark Street lights on,12005020915
40-49,Day,12005012634
50-59,Dusk/Dawn,12005036331
50-59,Day,12005006668
50-59,Dark No street lights,22005005765
50-59,Day,22005042625
50-59,Day,22005041374
50-59,Day,12005040900
50-59,Day,22005013714
50-59,Dusk/Dawn,12005022184
50-59,Dark Street lights on,12005018388
64-69,Day,22005014722
64-69,Day,22005042314
64-69,Day,22005005754
50-59,Day,22005011668
26-29,Dusk/Dawn,22005010511
26-29,Day,12005011163
16-17,Day,22005027279
17-21,Day,22005006937
17-21,Day,22005030564
26-29,Dark Street lights on,12005023921
30-39,Day,22005030880
30-39,Dark Street lights on,22005003142
13-15,Dusk/Dawn,22005039288
16-17,Day,22005005356
30-39,Day,22005030332
40-49,Day,22005004636
17-21,Dark Street lights unknown,22005041060
17-21,Day,22005006299
17-21,Day,22005039349
22-25,Dark No street lights,22005011426
22-25,Dark Street lights on,22005021448
22-25,Day,22005038691
22-25,Day,22005012948
22-25,Dark No street lights,22005003320
22-25,Dusk/Dawn,22005019779
22-25,Dark Street lights on,12005039522
22-25,Dark Street lights on,12005009822
22-25,Day,12005038819
22-25,Dusk/Dawn,22005022218
22-25,Day,12005023027
26-29,Dark Street lights on,22005042403
26-29,Dusk/Dawn,22005043373
26-29,Dark Street lights on,12005027053
26-29,Day,22005004684
26-29,Dusk/Dawn,22005006316
26-29,Day,12005015848
26-29,Dark Street lights on,22005012869
26-29,Day,22005007375
26-29,Day,12005010672
26-29,Dark Street lights on,12005019745
26-29,Dusk/Dawn,22005014942
26-29,Dusk/Dawn,12005029446
26-29,Dusk/Dawn,12005020730
30-39,Dark Street lights on,22005014400
30-39,Day,12005003467
30-39,Day,22005042045
30-39,Dark Street lights on,22005020480
30-39,Dusk/Dawn,22005017265
30-39,Day,22005015870
30-39,Dark Street lights on,12005014881
30-39,Day,22005027817
30-39,Day,22005034741
30-39,Day,22005011199
30-39,Dark Street lights on,22005015568
30-39,Day,22005008218
30-39,Day,22005021418
30-39,Day,12005023560
30-39,Dark Street lights unknown,12005010355
30-39,Unknown,12005035994
30-39,Dark Street lights on,22005009865
30-39,Dusk/Dawn,12005010660
30-39,Day,22005012780
30-39,Day,12005031728
30-39,Day,22005025608
30-39,Day,22005009112
30-39,Dark Street lights on,22005022216
40-49,Dark Street lights on,12005028389
40-49,Dark Street lights on,22005033971
40-49,Dusk/Dawn,22005021594
40-49,Day,22005012780
40-49,Day,22005021237
40-49,Dusk/Dawn,12005002331
40-49,Day,22005033206
40-49,Day,22005034279
40-49,Day,12005026401
40-49,Day,22005009988
40-49,Dusk/Dawn,12005014676
40-49,Day,22005040204
40-49,Day,22005007120
50-59,Day,22005008872
50-59,Day,22005028825
50-59,Day,22005040186
50-59,Day,22005019772
50-59,Dark Street lights on,12005019405
50-59,Day,22005034886
30-39,Day,22005001789
26-29,Dusk/Dawn,12005014700
30-39,Day,22005011961
5-12,Day,22005039230
17-21,Day,22005030332
40-49,Day,22005013400
16-17,Dark Street lights on,22005036982
17-21,Dusk/Dawn,22005043373
22-25,Day,22005004636
26-29,Day,22005038742
13-15,Dusk/Dawn,22005034687
16-17,Day,12005043124
30-39,Dusk/Dawn,12005021193
64-69,Day,12005001986
40-49,Day,22005009288
22-25,Dark Street lights on,12005036838
30-39,Dark No street lights,22005013984
26-29,Day,22005004511
30-39,Day,22005024552
17-21,Day,12005016546
26-29,Day,12005018548
30-39,Day,22005038405
40-49,Day,12005012387
unknown,Dark No street lights,22005022518
16-17,Dark Street lights on,12005037779
17-21,Dark No street lights,22005022518
22-25,Dark Street lights on,22005030862
30-39,Dark No street lights,22005020466
70+,Day,12005029421
17-21,Dark Street lights on,12005022180
40-49,Day,12005012387
17-21,Dark Street lights on,22005016603
26-29,Dark No street lights,22005008633
17-21,Day,22005016592
50-59,Dusk/Dawn,22005025070
17-21,Day,12005016768
13-15,Day,22005019609
17-21,Day,12005016816
17-21,Day,12005015357
26-29,Dusk/Dawn,22005018899
26-29,Day,12005016599
26-29,Day,12005015356
30-39,Dusk/Dawn,22005009684
40-49,Day,12005015385
40-49,Day,12005015333
5-12,Day,12005017255
50-59,Day,22005019616
60-64,Dusk/Dawn,22005014264
17-21,Day,22005005945
40-49,Day,22005014040
60-64,Day,22005021010
70+,Day,12005020973
22-25,Dark No street lights,22005003620
30-39,Day,22005002024
40-49,Dark Street lights on,22005018924
16-17,Day,22005011176
17-21,Day,12005006095
17-21,Dark Street lights on,22005020264
17-21,Dark Street lights on,12005020750
17-21,Dark No street lights,22005004675
17-21,Day,22005003845
17-21,Day,22005003596
17-21,Dark Street lights on,12005012552
17-21,Day,22005040490
17-21,Dusk/Dawn,22005011170
22-25,Dark Street lights on,12005017473
22-25,Dark Street lights on,12005014708
22-25,Day,22005020307
22-25,Day,22005014161
22-25,Dark Street lights on,12005010476
22-25,Dark Street lights on,12005014918
26-29,Dark Street lights on,22005011435
26-29,Dark Street lights on,22005014153
26-29,Dark Street lights on,12005016547
26-29,Day,22005004856
30-39,Dusk/Dawn,22005013971
30-39,Day,12005017259
30-39,Dark No street lights,22005010889
30-39,Dusk/Dawn,22005020590
30-39,Dark Street lights on,12005009525
30-39,Day,22005016230
40-49,Dark Street lights on,12005001982
40-49,Day,22005003618
40-49,Day,22005020745
40-49,Dark Street lights on,22005006325
40-49,Day,22005003912
40-49,Dark No street lights,22005013893
40-49,Day,22005013944
40-49,Dusk/Dawn,22005009092
40-49,Day,12005003774
40-49,Dark Street lights on,22005013955
40-49,Day,12005009508
40-49,Day,22005019760
40-49,Dusk/Dawn,12005016510
40-49,Dark Street lights on,22005021227
50-59,Day,12005009508
50-59,Dark Street lights on,12005020432
50-59,Day,22005005758
50-59,Dusk/Dawn,22005020598
50-59,Day,12005002895
60-64,Dusk/Dawn,22005003119
60-64,Day,22005021033
60-64,Day,12005003788
60-64,Day,22005004687
64-69,Day,12005003790
64-69,Dark No street lights,22005010889
70+,Day,22005005942
70+,Dusk/Dawn,12005020528
70+,Day,22005012254
70+,Day,22005017823
22-25,Dark Street lights on,12005020072
50-59,Day,12005017223
50-59,Day,22005009524
30-39,Dark Street lights on,12005004862
17-21,Day,22005003069
17-21,Dark No street lights,22005010429
17-21,Dark No street lights,22005020608
26-29,Day,22005011433
26-29,Day,22005020570
30-39,Day,22005012751
30-39,Day,22005009697
30-39,Dusk/Dawn,22005010858
30-39,Dusk/Dawn,22005018925
50-59,Dusk/Dawn,22005016146
64-69,Dusk/Dawn,12005012553
13-15,Dark No street lights,22005016624
13-15,Day,22005004847
30-39,Day,22005021632
22-25,Dusk/Dawn,12005015511
22-25,Day,12005003087
26-29,Dark Street lights on,22005003886
40-49,Day,12005014833
40-49,Dusk/Dawn,22005010374
30-39,Dusk/Dawn,12005019876
17-21,Day,12005019879
22-25,Dark Street lights on,12005021164
22-25,Dark Street lights on,12005019414
40-49,Day,12005012349
22-25,Dark Street lights on,22005020288
30-39,Dark Street lights on,12005003792
17-21,Dark Street lights on,12005009525
17-21,Dark Street lights on,22005020288
30-39,Dark Street lights on,22005006325
30-39,Day,12005014756
30-39,Day,22005003857
30-39,Day,12005020442
40-49,Dark Street lights on,12005012552
5-12,Dusk/Dawn,22005020588
60-64,Day,12005011106
0-4,Day,22005017936
16-17,Dark Street lights on,12005009525
17-21,Dark Street lights on,22005020288
5-12,Dark Street lights on,22005018924
5-12,Dusk/Dawn,22005017932
60-64,Day,12005005555
5-12,Day,22005019760
0-4,Day,22005017936
22-25,Dark Street lights on,22005020288
5-12,Dusk/Dawn,22005011052
16-17,Dark No street lights,22005016624
22-25,Dark Street lights on,22005016603
unknown,Dark Street lights on,12005005550
17-21,Dark Street lights on,22005016603
64-69,Dark Street lights on,12005015712
13-15,Dusk/Dawn,12005016094
17-21,Day,22005010487
22-25,Day,12005004861
30-39,Dark No street lights,22005020087
30-39,Day,12005002889
30-39,Dusk/Dawn,12005004206
40-49,Dusk/Dawn,12005019724
40-49,Day,22005021034
40-49,Dusk/Dawn,12005015500
5-12,Unknown,12005016196
5-12,Day,22005040718
50-59,Day,12005005574
60-64,Dark Street lights on,12005011404
70+,Day,12005016596
5-12,Unknown,22005019050
0-4,Dark No street lights,22005017835
26-29,Dark No street lights,22005017835
60-64,Day,12005018069
30-39,Day,12005012380
22-25,Dusk/Dawn,12005015511
26-29,Dusk/Dawn,22005016806
26-29,Dusk/Dawn,12005005907
30-39,Day,12005016713
30-39,Day,12005003440
5-12,Day,22005012020
16-17,Day,22005037701
64-69,Day,12005016048
17-21,Dusk/Dawn,22005017940
17-21,Dark Street lights on,22005009511
17-21,Day,22005013901
22-25,Day,12005010482
26-29,Dark Street lights on,22005003082
26-29,Day,22005005921
26-29,Dark Street lights on,12005017225
30-39,Unknown,22005016947
30-39,Dark Street lights on,12005012355
40-49,Day,22005020102
30-39,Day,22005017369
30-39,Dark Street lights on,12005012741
30-39,Dark Street lights on,12005020440
30-39,Dark Street lights on,12005020438
40-49,Day,12005016560
40-49,Dusk/Dawn,22005010523
60-64,Dark Street lights on,22005016946
22-25,Dusk/Dawn,12005012725
50-59,Day,22005003615
17-21,Dark Street lights on,12005009525
22-25,Day,12005006068
22-25,Day,12005016215
26-29,Day,12005005561
40-49,Day,12005032818
50-59,Dusk/Dawn,22005031740
0-4,Day,12005016215
70+,Dark Street lights on,22005016954
0-4,Day,22005020571
13-15,Day,12005004253
26-29,Day,12005013877
unknown,Dark Street lights on,22005032533
30-39,Day,12005010458
30-39,Day,12005012333
unknown,Dark Street lights on,22005004733
unknown,Dark Street lights on,22005019792
unknown,Dark Street lights on,22005030037
unknown,Dark Street lights on,22005040506
26-29,Dark Street lights on,22005007342
unknown,Day,12005037651
unknown,Day,22005025085
unknown,Day,22005004641
unknown,Dark Street lights on,12005023353
17-21,Day,12005027583
unknown,Day,12005022881
unknown,Day,12005027422
unknown,Day,12005014911
unknown,Unknown,12005034663
unknown,Day,22005040482
unknown,Day,12005014137
unknown,Day,12005009705
unknown,Dusk/Dawn,12005019192
unknown,Day,22005023599
22-25,Dusk/Dawn,22005009310
unknown,Day,12005011019
unknown,Day,12005027078
unknown,Dark Street lights on,12005030116
unknown,Dusk/Dawn,22005012026
unknown,Dusk/Dawn,22005035511
unknown,Day,12005039611
unknown,Day,12005009882
unknown,Day,12005014947
unknown,Day,12005020546
unknown,Dark Street lights on,12005034681
unknown,Day,12005040990
unknown,Day,22005008235
30-39,Day,52005039241
30-39,Day,42005009468
30-39,Day,42005007859
30-39,Day,32005031858
30-39,Dark No street lights,32005008031
30-39,Dark Street lights on,42005024544
30-39,Day,52005011532
30-39,Dusk/Dawn,32005005413
30-39,Dark Street lights on,42005021726
30-39,Day,42005027669
30-39,Day,52005001444
30-39,Day,42005008495
30-39,Day,52005021753
30-39,Day,52005030486
30-39,Day,52005014059
30-39,Day,52005003181
30-39,Dark Street lights on,32005027961
30-39,Day,32005038055
30-39,Dark Street lights on,42005025140
30-39,Day,42005027340
30-39,Day,42005008901
30-39,Day,42005010938
30-39,Day,42005031820
30-39,Day,52005010958
30-39,Dark Street lights on,32005013441
30-39,Day,32005033543
30-39,Day,32005018449
30-39,Dark Street lights on,42005033654
30-39,Dark Street lights on,52005017040
30-39,Day,42005008966
30-39,Dusk/Dawn,52005036624
30-39,Day,32005026041
30-39,Day,52005038768
30-39,Day,52005003221
30-39,Day,52005004959
30-39,Day,42005002599
30-39,Day,32005014759
30-39,Day,32005025801
30-39,Day,32005025601
30-39,Day,52005006802
30-39,Dusk/Dawn,32005019273
30-39,Day,42005007552
30-39,Dark Street lights on,32005013973
30-39,Day,42005020509
30-39,Dusk/Dawn,42005009418
30-39,Day,32005035660
30-39,Day,32005041370
30-39,Day,52005026373
40-49,Day,42005031813
40-49,Day,42005016660
40-49,Day,42005029381
40-49,Day,42005009813
40-49,Dusk/Dawn,52005023710
40-49,Day,52005016493
40-49,Day,52005008373
40-49,Dusk/Dawn,32005005411
40-49,Day,32005013455
40-49,Dark Street lights on,32005038501
40-49,Dark Street lights on,32005039826
40-49,Day,52005027693
40-49,Dark No street lights,52005032767
40-49,Day,52005004780
40-49,Dusk/Dawn,32005033350
40-49,Day,42005012303
40-49,Day,42005003199
40-49,Day,42005027355
40-49,Day,52005005145
40-49,Dark Street lights on,42005030644
40-49,Dusk/Dawn,32005042190
40-49,Day,32005002789
40-49,Day,52005023131
40-49,Day,52005007052
40-49,Day,52005030022
40-49,Day,52005029607
40-49,Day,42005010194
40-49,Day,52005018856
40-49,Dusk/Dawn,42005017681
40-49,Day,32005015006
40-49,Day,42005002955
40-49,Dusk/Dawn,52005037174
40-49,Dusk/Dawn,42005025974
40-49,Day,52005029096
40-49,Day,32005007816
40-49,Dusk/Dawn,32005033466
40-49,Dark No street lights,42005030613
40-49,Day,52005016731
40-49,Day,52005028353
40-49,Day,42005031601
40-49,Day,52005023925
40-49,Day,52005025697
40-49,Day,52005008081
40-49,Day,52005038419
40-49,Day,52005019697
40-49,Dusk/Dawn,32005040266
40-49,Dark Street lights on,42005025923
40-49,Day,32005027633
40-49,Day,32005035915
40-49,Day,42005006698
40-49,Day,52005032921
40-49,Day,52005033104
40-49,Day,32005008488
40-49,Dusk/Dawn,32005018646
40-49,Day,32005023400
40-49,Dark Street lights on,42005022793
40-49,Day,42005022117
40-49,Day,52005027021
40-49,Dark No street lights,52005033141
50-59,Day,42005008499
50-59,Dark Street lights on,32005017549
50-59,Day,32005029029
50-59,Day,32005009030
50-59,Dusk/Dawn,42005028719
50-59,Day,52005042503
50-59,Day,32005017063
50-59,Day,42005016309
50-59,Day,42005022130
50-59,Dusk/Dawn,52005041133
50-59,Day,52005036253
50-59,Day,42005008744
50-59,Day,42005017643
50-59,Day,32005008679
50-59,Dark Street lights on,32005027151
50-59,Day,32005036423
50-59,Dusk/Dawn,52005025109
50-59,Day,52005029823
50-59,Day,52005026665
50-59,Day,32005005730
50-59,Day,42005012472
50-59,Dusk/Dawn,42005011720
50-59,Day,52005014082
50-59,Day,52005029400
50-59,Day,42005017631
50-59,Dusk/Dawn,42005021699
50-59,Day,52005004473
50-59,Day,52005016355
50-59,Dusk/Dawn,42005024198
50-59,Dark No street lights,52005040516
50-59,Day,32005039048
50-59,Day,42005021695
50-59,Day,42005010190
50-59,Dusk/Dawn,42005021488
50-59,Day,32005027038
50-59,Day,32005012066
50-59,Day,32005024113
50-59,Day,42005028223
50-59,Day,32005012629
50-59,Dusk/Dawn,32005041279
50-59,Unknown,42005006058
50-59,Day,42005020380
50-59,Day,42005032439
50-59,Dark No street lights,52005001413
50-59,Day,42005027749
50-59,Dark Street lights on,32005027295
50-59,Dusk/Dawn,52005021512
50-59,Day,52005007268
50-59,Day,32005008058
50-59,Day,52005039478
60-64,Day,42005018519
60-64,Day,42005028260
60-64,Day,52005031058
60-64,Day,32005024488
60-64,Day,42005015296
60-64,Day,52005042795
60-64,Day,32005042786
60-64,Day,42005032436
60-64,Day,42005031385
60-64,Dark Street lights unknown,32005041708
60-64,Day,52005009247
60-64,Day,52005020045
60-64,Dark No street lights,32005026671
60-64,Day,52005030258
60-64,Dark Street lights on,52005024786
60-64,Day,32005023106
60-64,Day,42005032649
60-64,Day,52005039996
60-64,Day,52005013834
64-69,Day,32005008873
64-69,Day,52005029404
64-69,Day,32005040223
64-69,Day,32005015420
64-69,Day,52005027258
64-69,Day,42005010176
64-69,Dark No street lights,32005019454
64-69,Day,32005036544
64-69,Day,32005038664
70+,Day,42005016995
70+,Day,42005023741
70+,Day,32005029473
70+,Day,52005005867
70+,Day,32005029365
70+,Day,42005013476
70+,Day,42005011744
70+,Dark Street lights on,42005016298
70+,Day,32005030911
70+,Day,32005005233
70+,Day,32005040212
70+,Day,52005025828
70+,Day,32005028233
70+,Day,52005023518
70+,Day,52005036513
70+,Day,52005035474
70+,Day,32005008234
70+,Day,32005022482
70+,Day,52005020190
70+,Day,32005023853
70+,Day,42005027982
70+,Dark No street lights,52005010246
70+,Day,32005002960
70+,Day,42005005846
70+,Day,52005004158
70+,Day,42005024928
70+,Day,32005026618
70+,Day,42005031057
70+,Day,32005017572
